Player,Country,Start,End,Matches,Innings,Overs,Maidens,Runs,Wickets,Average,Economy,StrikeRate,BestBowlingInnings,FourWickets,FiveWickets,TenWickets
Dbm Smith,Australia,1912,1912,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dc Boon,Australia,1984,1996,288,10,0,0,100,0,Inf,4.313008130081301,Inf,NA,0,0,0
Dc Cleverley,New Zealand,1932,1946,2,2,0,0,130,0,Inf,3.5135135135135136,Inf,NA,0,0,0
Dc Delany,Ireland,2019,2019,8,8,28.3,0,222,8,27.75,7.7894736842105265,21.375,2/12,0,0,0
Dc Drakes,West Indies,2021,2023,13,13,32,0,363,8,42.41666666666667,6.452302631578947,44.5,2/29,0,0,0
Dc Jurel,India,2024,2024,6,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dc Parkin,South Africa,1892,1892,1,1,0,0,82,3,27.333333333333332,3.7846153846153845,43.333333333333336,3/82,0,0,0
Dc Smith,PHI,2019,2024,30,25,73.3,1,572,23,24.869565217391305,7.782312925170068,19.17391304347826,3/18,0,0,0
Dc Stovell,BER,2019,2021,12,8,20.1,0,163,5,32.6,8.082644628099173,24.200000000000003,2/21,0,0,0
Dc Thomas,West Indies,2009,2022,34,3,0,0,77,4,19.25,6.776785714285714,25.75,2/53,0,0,0
Dcc Borden,BER,2006,2008,12,12,0,0,392,15,26.133333333333333,5.7226277372262775,27.4,4/30,1,0,0
Dch Townsend,England,1935,1935,3,1,0,0,9,0,Inf,9,Inf,NA,0,0,0
Dcs Compton,England,1937,1957,78,66,0,0,1410,25,56.4,3.121771217712177,108.4,5/70,0,1,0
Dd Beard,New Zealand,1952,1956,4,7,0,0,302,9,33.55555555555556,2.248138957816377,89.55555555555556,3/22,0,0,0
Dd Blackie,Australia,1928,1929,3,5,0,0,444,14,31.714285714285715,2.1142857142857143,90,6/94,0,1,0
Dd Ebrahim,Zimbabwe,2001,2005,111,2,0,0,11,0,Inf,13.2,Inf,NA,0,0,0
Dd Hindlekar,India,1936,1946,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dd Parsana,India,1979,1979,2,3,0,0,50,1,50,2.5,120,1/32,0,0,0
Dd Taylor,New Zealand,1947,1956,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Ddp D'silva,United Arab Emirates,2019,2020,16,5,0,0,118,6,19.666666666666668,3.806451612903226,31,3/22,0,0,0
De Bernard,West Indies,2003,2010,24,23,4,0,728,18,Inf,4.536672629695885,Inf,3/32,0,0,0
De Bollinger,Australia,2009,2014,60,71,35,0,3027,121,25.829964157706094,4.9772403448443,34.22530465949821,5/35,3,4,0
De Budge,Scotland,2018,2022,25,9,1,0,129,2,64.5,11.22,78,1/21,0,0,0
De Burgess,Samoa,2019,2024,9,7,15.2,0,136,6,22.666666666666668,8.869565217391305,15.333333333333334,3/47,0,0,0
De Hoare,Australia,1961,1961,1,2,0,0,156,2,78,4.0344827586206895,116,2/68,0,0,0
De Malcolm,England,1989,1997,50,82,0,0,5152,144,31.171875,3.983899490637779,49.5625,9/57,0,5,2
De Martel,GUE,2022,2024,6,5,16.2,0,106,3,35.333333333333336,6.4897959183673475,32.666666666666664,1/8,0,0,0
De Roache,Samoa,2022,2024,9,4,11,0,92,6,15.333333333333334,8.363636363636363,11,3/23,0,0,0
Dej Ironside,South Africa,1953,1954,3,5,0,0,275,15,18.333333333333332,1.6734279918864097,65.73333333333333,5/51,0,1,0
Delawar Khan,DEN,2019,2024,24,21,55.1,2,369,19,19.42105263157895,6.688821752265861,17.42105263157895,3/17,0,0,0
Deng Jinqi,CHN,2023,2024,6,5,12.3,0,87,4,21.75,6.96,18.75,2/12,0,0,0
Des Maxwell,Canada,2006,2007,10,3,0,0,70,1,70,5.833333333333333,72,1/23,0,0,0
Dev Padgett,England,1960,1960,2,1,0,0,8,0,Inf,4,Inf,NA,0,0,0
Devender Singh,GHA,2021,2024,21,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Df Jacobs,THA,2019,2024,9,2,5,0,26,4,6.5,5.2,7.5,4/13,1,0,0
Df Watts,Scotland,2006,2012,47,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Df Whatmore,Australia,1979,1980,8,1,0,0,11,0,Inf,2.2,Inf,NA,0,0,0
Dg Bedingham,South Africa,2023,2024,8,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dg Blampied,JER,2019,2024,45,43,114.5,1,869,41,Inf,6.410014513788099,Inf,4/20,1,0,0
Dg Bradman,Australia,1928,1948,52,9,0,0,72,2,36,2.6999999999999997,80,1/8,0,0,0
Dg Brownlie,New Zealand,2010,2017,35,5,0,0,52,1,52,4.7272727272727275,66,1/13,0,0,0
Dg Cork,England,1992,2002,69,94,0,0,5274,172,31.591323775833178,3.842205780403922,50.91509960901136,7/43,0,5,0
Dg Phadkar,India,1947,1959,31,48,0,0,2285,62,36.854838709677416,2.2872872872872874,96.6774193548387,7/159,0,3,0
Dg Sewell,New Zealand,1997,1997,1,2,0,0,90,0,Inf,3.9130434782608696,Inf,NA,0,0,0
Dgapd Wiswi,INA,2024,2024,4,4,5,0,38,1,38,7.6,30,1/5,0,0,0
Dh Brain,Zimbabwe,1992,1995,32,39,0,0,1764,51,35.464285714285715,3.8511300393475496,56.14285714285714,5/42,0,1,0
Dhananjay Rao,Hong Kong,2024,2024,8,8,22,1,155,7,22.142857142857142,7.045454545454546,18.857142857142858,4/13,1,0,0
Dharmang Patel,QAT,2022,2022,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dhiman Ghosh,BAN,2008,2008,15,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Di Allan,Kenya,2011,2013,15,11,9.2,0,162,6,30.25,6.5357142857142865,35,2/8,0,0,0
Di Gower,England,1978,1992,231,7,0,0,34,1,Inf,10.066666666666666,Inf,1/1,0,0,0
Di Joyce,Ireland,2006,2007,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dilawar Hussain,India,1934,1936,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dipanjan Dey,SWE,2021,2021,6,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Divyendra Singh,CZK-R,2022,2024,16,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Divyes Kumar,MLT,2022,2022,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dj Bravo,West Indies,2004,2021,295,288,250.5,0,11336,363,31.81912044819606,5.5696758484287345,42.399837090441274,6/55,9,3,0
Dj Brown,England,1965,1969,26,46,0,0,2237,79,28.31645569620253,2.6327971753628874,64.53164556962025,5/42,0,2,0
Dj Callaghan,South Africa,1992,2000,29,19,0,0,365,10,36.5,4.9324324324324325,44.4,3/32,0,0,0
Dj Capel,England,1987,1990,38,45,0,0,1869,38,49.009803921568626,3.922589595375723,78.1484593837535,3/88,0,0,0
Dj Colley,Australia,1972,1972,4,7,0,0,384,6,Inf,4.5566778900112235,Inf,3/83,0,0,0
Dj Cullen,Australia,2006,2006,6,7,0,0,201,3,63.75,3.998993963782696,95.25,2/25,0,0,0
Dj Cullinan,South Africa,1993,2001,208,17,0,0,195,7,30.15,3.9129310344827584,47.4,2/30,0,0,0
Dj Gandhi,India,1999,2000,7,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dj Hawoe,INA,2022,2024,49,47,146.5,5,939,47,19.97872340425532,6.395005675368899,18.74468085106383,4/18,1,0,0
Dj Hooda,India,2022,2023,31,14,15.5,0,195,9,26.166666666666664,4.779999999999999,32.916666666666664,4/10,1,0,0
Dj Hussey,Australia,2008,2013,108,64,60.1,1,1090,37,29.704678362573098,5.86859029711041,31.77777777777778,4/21,2,0,0
Dj Insole,England,1950,1957,9,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dj Johnson,India,1996,1996,2,4,0,0,143,3,47.666666666666664,3.575,80,2/52,0,0,0
Dj Knight,England,1921,1921,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dj Malan,England,2017,2023,114,11,2,0,175,4,36.5,7.946846846846847,46,2/33,0,0,0
Dj Mcglew,South Africa,1951,1962,34,3,0,0,23,0,Inf,4.3125,Inf,NA,0,0,0
Dj Meintjes,South Africa,1923,1923,2,4,0,0,115,6,19.166666666666668,2.8048780487804876,41,3/38,0,0,0
Dj Mitchell,New Zealand,2019,2024,134,47,16.5,0,833,24,56.342948717948715,6.5806530705130175,89.78098290598291,3/25,0,0,0
Dj Murray,New Zealand,1994,1995,9,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dj Nash,New Zealand,1992,2002,113,131,0,0,5271,157,34.72631048387097,3.5852948869331724,59.99932795698925,6/27,1,3,1
Dj Pagon,West Indies,2005,2005,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dj Pattinson,England,2008,2008,1,2,0,0,96,2,48,3.18232044198895,90.5,2/95,0,0,0
Dj Pringle,East (and Central) Africa,1975,1975,2,2,0,0,55,0,Inf,3.6666666666666665,Inf,NA,0,0,0
Dj Reekers,NED,2006,2009,25,13,0,0,436,13,33.53846153846154,5.129411764705883,39.23076923076923,3/54,0,0,0
Dj Richardson,South Africa,1991,1998,164,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dj Sincock,Australia,1964,1966,3,5,0,0,410,8,51.25,3.3977900552486187,90.5,3/67,0,0,0
Dj Ter Braak,NED,2018,2018,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dj Terbrugge,South Africa,1998,2004,11,17,0,0,622,24,26.05,4.032608695652174,41.05,5/46,1,1,0
Dj Turkich,CRT,2022,2024,9,9,30,2,135,11,12.272727272727273,4.5,16.363636363636363,3/7,0,0,0
Dj Vilas,South Africa,2012,2016,7,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dj White,New Zealand,1990,1990,5,1,0,0,5,0,Inf,10,Inf,NA,0,0,0
Dj Willey,England,2015,2023,116,115,144.1,1,4155,151,26.443627450980394,6.8556434438697895,24.630392156862744,5/30,5,1,0
Dj Worrall,Australia,2016,2016,3,3,0,0,171,1,171,6.493670886075949,158,1/43,0,0,0
Djg Sammy,West Indies,2004,2015,164,184,0,0,6858,165,41.670414462081126,3.78260213612696,67.58664021164022,7/66,1,4,0
Djg Sammy (Wi/World),NA,2007,2017,68,59,152.4,0,1116,44,25.363636363636363,7.310043668122272,20.818181818181817,5/26,1,1,0
Djm Short,Australia,2018,2020,31,14,19,0,265,3,Inf,7.773684210526316,Inf,1/13,0,0,0
Dk Anefie,GHA,2019,2023,36,28,82,2,480,20,24,5.853658536585366,24.6,3/10,0,0,0
Dk Butler,West Indies,2005,2006,6,6,3,0,210,3,Inf,5.959349593495935,Inf,1/25,0,0,0
Dk Dahani,Iran,2020,2020,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dk Dahyabhai Ahir,PAN,2019,2019,2,2,3,0,27,2,13.5,9,9,2/11,0,0,0
Dk Gaekwad,India,1952,1961,11,2,0,0,12,0,Inf,6,Inf,NA,0,0,0
Dk Kesuma,INA,2023,2024,27,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dk Lillee,Australia,1971,1984,133,195,0,0,10638,458,22.374593190209218,3.170686803372761,43.451606727745116,7/83,5,24,7
Dk Liyanage,Sri Lanka,1992,2001,25,31,0,0,1176,27,45.08823529411765,3.857716315480912,71.95294117647059,4/56,0,0,0
Dk Mathias,BHR,2022,2022,16,7,14,0,115,2,57.5,8.214285714285714,42,2/17,0,0,0
Dk Morrison,New Zealand,1987,1997,144,171,0,0,9019,286,31.110466269841268,3.924065700407059,49.6484126984127,7/89,1,12,0
Dk Pallekonda,SVN,2022,2024,4,3,4,0,33,2,16.5,8.25,12,2/13,0,0,0
Dk Shetty,INA,2023,2024,5,5,14.3,0,100,4,25,6.896551724137931,21.75,2/20,0,0,0
Dkd Warnakulasuriya,ITA,2021,2024,9,9,26,0,168,12,14,6.461538461538462,13,3/16,0,0,0
Dkj Claude,CIV,2024,2024,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dl Amiss,England,1966,1977,68,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dl Bairstow,England,1979,1984,25,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dl Blake,United States of America,2004,2004,1,1,0,0,7,0,Inf,7,Inf,NA,0,0,0
Dl Brangman,BER,2019,2023,16,16,46,4,264,22,12,5.739130434782608,12.545454545454545,5/19,1,1,0
Dl Chahar,India,2018,2023,38,37,90,2,1236,47,27.329637096774192,7.026470588235295,24.64717741935484,6/7,0,1,0
Dl Freeman,New Zealand,1933,1933,2,2,0,0,169,1,169,4.225,240,1/91,0,0,0
Dl Haynes,West Indies,1978,1994,354,4,0,0,32,1,Inf,3.7333333333333334,Inf,1/2,0,0,0
Dl Hemp,BER,2006,2009,24,4,0,0,119,1,119,6.2631578947368425,114,1/25,0,0,0
Dl Houghton,Zimbabwe,1983,1997,85,2,0,0,19,1,19,4.75,Inf,1/19,0,0,0
Dl Maddy,England,1998,2007,15,3,3,0,66,3,Inf,5.761904761904762,Inf,2/6,0,0,0
Dl Murray,West Indies,1963,1980,88,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dl Piedt,South Africa,2014,2024,12,20,0,0,1521,37,41.108108108108105,3.7601977750309024,65.5945945945946,5/89,0,2,0
Dl Richards,STHEL,2022,2022,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dl Underwood,England,1966,1982,112,175,0,0,8408,329,24.387941919191917,2.776064799126231,56.773463804713806,8/51,1,17,6
Dl Vettori,New Zealand,2007,2014,34,34,131.1,1,748,38,19.68421052631579,5.702668360864041,20.710526315789473,4/20,1,0,0
Dl Vettori (Icc/Nz),NA,1997,2015,408,464,0,0,22115,667,33.042718050901186,3.3594614637799056,62.847522869305315,7/87,8,22,3
Dls De Silva,Sri Lanka,1979,1979,2,2,0,0,54,2,27,2.7,60,2/36,0,0,0
Dls Van Bunge,NED,2002,2013,51,15,2.2,0,344,12,22.454545454545453,6.196158826068191,22.045454545454547,3/16,0,0,0
Dm Basden,BER,2007,2007,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dm Benkenstein,South Africa,1998,2002,23,4,0,0,44,4,11,4.061538461538461,16.25,3/5,0,0,0
Dm Bess,England,2018,2021,14,22,0,0,1223,36,33.97222222222222,2.932853717026379,69.5,5/30,0,2,0
Dm Bravo,West Indies,2009,2022,204,1,0,0,2,0,Inf,2,Inf,NA,0,0,0
Dm De Silva,Sri Lanka,2015,2024,194,186,47.4,0,4377,100,39.11780303030303,5.085041901041901,55.378787878787875,3/32,0,0,0
Dm Dupavillon,South Africa,2020,2021,2,2,0,0,51,1,51,4.636363636363637,66,1/21,0,0,0
Dm Gondaria,Kenya,2013,2024,16,1,1,0,5,1,5,5,6,1/5,0,0,0
Dm Jones,Australia,1984,1994,216,18,0,0,145,4,45.5,3.262149799885649,116.66666666666667,2/34,0,0,0
Dm Lewis,West Indies,1971,1971,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dm Nakrani,UGA,2019,2024,62,57,195,8,1123,71,15.816901408450704,5.758974358974359,16.47887323943662,6/7,1,2,0
Dm Richards,West Indies,2009,2010,12,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dm Smith,England,1986,1990,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dm Vonhagt,Sri Lanka,1985,1985,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dm Washington,West Indies,2005,2005,1,2,0,0,93,0,Inf,3.206896551724138,Inf,NA,0,0,0
Dm Wellham,Australia,1981,1987,23,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dmw Rawlins,BER,2019,2023,28,27,98,2,567,32,17.71875,5.785714285714286,18.375,4/10,2,0,0
Dn Chudasama,Kenya,1996,1999,20,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dn Crookes,South Africa,1994,2000,32,30,0,0,1011,25,40.44,4.968058968058968,48.84,3/30,0,0,0
Dn Patel,New Zealand,1987,1997,112,122,0,0,5415,120,46.14888888888889,3.5213757984174534,80.08222222222221,6/50,0,3,0
Dn Sardesai,India,1961,1972,30,5,0,0,45,0,Inf,4.576271186440677,Inf,NA,0,0,0
Dn Wellalage,Sri Lanka,2022,2024,32,32,15.3,0,1128,37,Inf,4.616958126278068,Inf,5/27,0,2,0
Dna Ankrah,GHA,2019,2019,4,4,12,1,85,2,42.5,7.083333333333333,36,1/21,0,0,0
Dnt Zoysa,Sri Lanka,1997,2007,125,144,0,0,5370,172,31.7265625,3.7265723188790405,54.264467592592595,5/26,2,2,0
Do Christian,West Indies,2011,2011,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Do Leicher,Namibia,2022,2024,15,8,12,0,171,4,46.83333333333333,7.888888888888888,39,1/55,0,0,0
Do Obuya,Kenya,2001,2012,84,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dod Rikhi,United States of America,2021,2021,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dolar Mahmud,BAN,2008,2009,7,7,0,0,258,8,32.25,7.371428571428571,26.25,4/28,1,0,0
Dp Conway,New Zealand,2020,2024,107,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dp Conyngham,South Africa,1923,1923,1,2,0,0,103,2,51.5,1.6885245901639345,183,1/40,0,0,0
Dp Hyatt,West Indies,2011,2012,14,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dp Michael,Samoa,2019,2022,10,4,10.2,0,104,4,26,10.06451612903226,15.499999999999998,2/37,0,0,0
Dp Nannes,Australia,2009,2009,1,1,0,0,20,1,20,2.857142857142857,42,1/20,0,0,0
Dp Nannes (Aus/Ned),NA,2009,2010,17,16,61,2,459,28,16.392857142857142,7.524590163934426,13.071428571428571,4/18,1,0,0
Dp Samaraweera,Sri Lanka,1993,1995,12,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Dp Sibley,England,2019,2021,22,1,0,0,7,0,Inf,7,Inf,NA,0,0,0
